type,name,pruned_on,sparsity,module,activation_diff
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.18.self_attn.q_proj,29.5456
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.18.self_attn.k_proj,40.4462
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.18.self_attn.v_proj,14.4380
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.18.self_attn.o_proj,0.7867
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.18.post_attention_layernorm,22.0369
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.18.mlp.gate_proj,42.9814
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.18.mlp.up_proj,31.6504
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.18.mlp.down_proj,4.8522
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.19.input_layernorm,30.4500
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.19.self_attn.q_proj,30.1872
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.19.self_attn.k_proj,32.0552
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.19.self_attn.v_proj,14.1644
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.19.self_attn.o_proj,1.3043
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.19.post_attention_layernorm,22.4977
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.19.mlp.gate_proj,44.1058
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.19.mlp.up_proj,33.4279
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.19.mlp.down_proj,4.8215
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.20.input_layernorm,31.0406
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.20.self_attn.q_proj,30.0819
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.20.self_attn.k_proj,37.0317
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.20.self_attn.v_proj,12.0103
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.20.self_attn.o_proj,0.7819
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.20.post_attention_layernorm,22.2186
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.20.mlp.gate_proj,45.3825
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.20.mlp.up_proj,33.2013
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.20.mlp.down_proj,4.1821
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.21.input_layernorm,29.6173
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.21.self_attn.q_proj,29.5486
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.21.self_attn.k_proj,31.5353
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.21.self_attn.v_proj,12.8011
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.21.self_attn.o_proj,1.0946
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.21.post_attention_layernorm,22.9237
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.21.mlp.gate_proj,44.6529
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.21.mlp.up_proj,33.6018
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.21.mlp.down_proj,4.2730
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.22.input_layernorm,30.1919
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.22.self_attn.q_proj,27.0738
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.22.self_attn.k_proj,36.7078
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.22.self_attn.v_proj,16.8954
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.22.self_attn.o_proj,0.8188
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.22.post_attention_layernorm,22.3293
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.22.mlp.gate_proj,42.4322
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.22.mlp.up_proj,32.3452
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.22.mlp.down_proj,3.9072
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.23.input_layernorm,28.5456
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.23.self_attn.q_proj,26.9583
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.23.self_attn.k_proj,29.7272
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.23.self_attn.v_proj,15.7620
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.23.self_attn.o_proj,0.9068
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.23.post_attention_layernorm,22.0057
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.23.mlp.gate_proj,41.2773
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.23.mlp.up_proj,31.7282
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.23.mlp.down_proj,3.4295
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.24.input_layernorm,28.2329
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.24.self_attn.q_proj,27.0704
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.24.self_attn.k_proj,32.1697
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.24.self_attn.v_proj,18.5964
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.24.self_attn.o_proj,1.3508
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.24.post_attention_layernorm,21.5221
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.24.mlp.gate_proj,40.6295
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.24.mlp.up_proj,31.0777
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.24.mlp.down_proj,4.1534
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.25.input_layernorm,28.0268
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.25.self_attn.q_proj,28.0687
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.25.self_attn.k_proj,27.0661
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.25.self_attn.v_proj,17.9495
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.25.self_attn.o_proj,1.5815
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.25.post_attention_layernorm,22.2672
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.25.mlp.gate_proj,42.1842
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.25.mlp.up_proj,31.8234
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.25.mlp.down_proj,4.0888
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.26.input_layernorm,27.3805
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.26.self_attn.q_proj,27.4948
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.26.self_attn.k_proj,30.7190
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.26.self_attn.v_proj,15.7913
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.26.self_attn.o_proj,1.6308
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.26.post_attention_layernorm,22.8434
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.26.mlp.gate_proj,43.3456
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.26.mlp.up_proj,32.8670
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.26.mlp.down_proj,4.9395
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.27.input_layernorm,28.4319
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.27.self_attn.q_proj,27.1939
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.27.self_attn.k_proj,36.1770
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.27.self_attn.v_proj,22.8884
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.27.self_attn.o_proj,2.3860
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.27.post_attention_layernorm,21.9053
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.27.mlp.gate_proj,42.3519
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.27.mlp.up_proj,32.1318
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.27.mlp.down_proj,5.8441
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.28.input_layernorm,25.9308
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.28.self_attn.q_proj,26.4232
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.28.self_attn.k_proj,27.8152
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.28.self_attn.v_proj,15.1256
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.28.self_attn.o_proj,1.6704
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.28.post_attention_layernorm,22.8343
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.28.mlp.gate_proj,44.1195
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.28.mlp.up_proj,33.9700
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.28.mlp.down_proj,6.5389
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.29.input_layernorm,26.1876
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.29.self_attn.q_proj,33.4542
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.29.self_attn.k_proj,26.5894
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.29.self_attn.v_proj,17.2243
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.29.self_attn.o_proj,5.6160
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.29.post_attention_layernorm,22.5966
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.29.mlp.gate_proj,44.5378
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.29.mlp.up_proj,34.6534
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.29.mlp.down_proj,7.6773
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.30.input_layernorm,25.0309
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.30.self_attn.q_proj,27.5278
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.30.self_attn.k_proj,31.0005
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.30.self_attn.v_proj,25.0151
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.30.self_attn.o_proj,2.6909
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.30.post_attention_layernorm,21.0771
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.30.mlp.gate_proj,43.9491
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.30.mlp.up_proj,34.8361
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.30.mlp.down_proj,12.3233
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.31.input_layernorm,19.3978
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.31.self_attn.q_proj,22.7915
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.31.self_attn.k_proj,22.0284
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.31.self_attn.v_proj,15.7533
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.31.self_attn.o_proj,7.6570
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.31.post_attention_layernorm,16.0047
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.31.mlp.gate_proj,42.4800
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.31.mlp.up_proj,34.3703
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.layers.31.mlp.down_proj,40.1094
pruned,Llama-3.1-8b-Instruct,SST,25pct,model.norm,51.8222
pruned,Llama-3.1-8b-Instruct,SST,25pct,lm_head,232.0977
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.embed_tokens,0.8925
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.0.input_layernorm,11.8222
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.0.self_attn.q_proj,32.3058
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.0.self_attn.k_proj,27.3298
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.0.self_attn.v_proj,1.8862
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.0.self_attn.o_proj,0.4422
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.0.post_attention_layernorm,9.7520
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.0.mlp.gate_proj,17.4249
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.0.mlp.up_proj,14.2964
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.0.mlp.down_proj,1.2738
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.1.input_layernorm,9.7177
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.1.self_attn.q_proj,26.6585
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.1.self_attn.k_proj,23.6933
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.1.self_attn.v_proj,2.0313
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.1.self_attn.o_proj,0.4158
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.1.post_attention_layernorm,10.5098
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.1.mlp.gate_proj,16.2666
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.1.mlp.up_proj,14.8253
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.1.mlp.down_proj,0.9123
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.2.input_layernorm,25.6228
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.2.self_attn.q_proj,39.0535
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.2.self_attn.k_proj,28.0782
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.2.self_attn.v_proj,5.0312
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.2.self_attn.o_proj,0.1884
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.2.post_attention_layernorm,12.9974
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.2.mlp.gate_proj,20.1338
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.2.mlp.up_proj,17.8566
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.2.mlp.down_proj,1.1980
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.3.input_layernorm,24.1317
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.3.self_attn.q_proj,29.7359
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.3.self_attn.k_proj,27.1177
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.3.self_attn.v_proj,7.0208
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.3.self_attn.o_proj,0.2805
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.3.post_attention_layernorm,14.7509
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.3.mlp.gate_proj,23.8471
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.3.mlp.up_proj,20.1010
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.3.mlp.down_proj,1.6731
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.4.input_layernorm,23.7244
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.4.self_attn.q_proj,31.3218
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.4.self_attn.k_proj,29.7372
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.4.self_attn.v_proj,6.6935
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.4.self_attn.o_proj,0.7643
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.4.post_attention_layernorm,15.9504
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.4.mlp.gate_proj,27.7969
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.4.mlp.up_proj,21.0068
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.4.mlp.down_proj,2.2092
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.5.input_layernorm,27.6131
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.5.self_attn.q_proj,37.9552
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.5.self_attn.k_proj,28.1361
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.5.self_attn.v_proj,6.4355
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.5.self_attn.o_proj,1.0251
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.5.post_attention_layernorm,16.1881
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.5.mlp.gate_proj,30.5689
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.5.mlp.up_proj,21.1193
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.5.mlp.down_proj,2.5091
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.6.input_layernorm,24.7627
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.6.self_attn.q_proj,34.9981
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.6.self_attn.k_proj,28.5019
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.6.self_attn.v_proj,6.2538
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.6.self_attn.o_proj,1.0375
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.6.post_attention_layernorm,15.9706
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.6.mlp.gate_proj,30.1490
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.6.mlp.up_proj,21.2619
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.6.mlp.down_proj,2.6722
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.7.input_layernorm,24.1832
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.7.self_attn.q_proj,33.6413
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.7.self_attn.k_proj,29.4468
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.7.self_attn.v_proj,6.3856
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.7.self_attn.o_proj,1.1424
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.7.post_attention_layernorm,16.4194
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.7.mlp.gate_proj,28.4756
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.7.mlp.up_proj,22.0487
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.7.mlp.down_proj,2.7051
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.8.input_layernorm,26.2335
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.8.self_attn.q_proj,37.9039
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.8.self_attn.k_proj,30.7201
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.8.self_attn.v_proj,7.0794
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.8.self_attn.o_proj,1.0574
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.8.post_attention_layernorm,16.7986
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.8.mlp.gate_proj,30.0259
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.8.mlp.up_proj,22.4932
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.8.mlp.down_proj,2.8010
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.9.input_layernorm,25.3018
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.9.self_attn.q_proj,33.2779
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.9.self_attn.k_proj,28.4557
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.9.self_attn.v_proj,8.7385
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.9.self_attn.o_proj,1.3937
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.9.post_attention_layernorm,16.4315
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.9.mlp.gate_proj,29.6419
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.9.mlp.up_proj,22.7279
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.9.mlp.down_proj,2.9183
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.10.input_layernorm,26.1516
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.10.self_attn.q_proj,37.9584
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.10.self_attn.k_proj,33.2460
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.10.self_attn.v_proj,7.8419
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.10.self_attn.o_proj,1.1325
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.10.post_attention_layernorm,16.1402
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.10.mlp.gate_proj,27.5470
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.10.mlp.up_proj,21.9327
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.10.mlp.down_proj,2.8329
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.11.input_layernorm,25.4276
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.11.self_attn.q_proj,33.5982
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.11.self_attn.k_proj,33.5749
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.11.self_attn.v_proj,7.9933
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.11.self_attn.o_proj,0.9915
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.11.post_attention_layernorm,16.3672
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.11.mlp.gate_proj,26.9029
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.11.mlp.up_proj,21.9524
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.11.mlp.down_proj,2.8941
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.12.input_layernorm,23.6923
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.12.self_attn.q_proj,27.4883
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.12.self_attn.k_proj,23.7409
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.12.self_attn.v_proj,8.6219
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.12.self_attn.o_proj,1.1019
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.12.post_attention_layernorm,16.4689
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.12.mlp.gate_proj,28.6529
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.12.mlp.up_proj,22.8103
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.12.mlp.down_proj,3.1140
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.13.input_layernorm,27.0689
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.13.self_attn.q_proj,31.9125
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.13.self_attn.k_proj,34.2475
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.13.self_attn.v_proj,8.7059
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.13.self_attn.o_proj,1.1067
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.13.post_attention_layernorm,16.6954
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.13.mlp.gate_proj,29.2997
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.13.mlp.up_proj,22.5480
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.13.mlp.down_proj,3.6024
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.14.input_layernorm,27.7073
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.14.self_attn.q_proj,34.4385
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.14.self_attn.k_proj,36.2066
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.14.self_attn.v_proj,9.0191
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.14.self_attn.o_proj,0.8382
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.14.post_attention_layernorm,18.2788
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.14.mlp.gate_proj,36.1311
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.14.mlp.up_proj,24.7416
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.14.mlp.down_proj,4.0310
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.15.input_layernorm,27.6470
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.15.self_attn.q_proj,35.3213
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.15.self_attn.k_proj,25.8448
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.15.self_attn.v_proj,9.8757
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.15.self_attn.o_proj,2.0474
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.15.post_attention_layernorm,19.5499
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.15.mlp.gate_proj,39.0652
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.15.mlp.up_proj,26.7727
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.15.mlp.down_proj,4.0397
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.16.input_layernorm,28.3220
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.16.self_attn.q_proj,34.4379
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.16.self_attn.k_proj,29.4165
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.16.self_attn.v_proj,10.4394
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.16.self_attn.o_proj,1.6160
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.16.post_attention_layernorm,20.0496
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.16.mlp.gate_proj,39.8080
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.16.mlp.up_proj,27.3458
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.16.mlp.down_proj,5.0161
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.17.input_layernorm,29.9792
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.17.self_attn.q_proj,32.2405
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.17.self_attn.k_proj,33.5970
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.17.self_attn.v_proj,9.5806
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.17.self_attn.o_proj,1.2692
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.17.post_attention_layernorm,21.7908
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.17.mlp.gate_proj,42.0285
pruned,Llama-3.1-8b-Instruct,SST,50pct,model.layers.17.mlp.up_proj,29.9830
