type,name,pruned_on,sparsity,module,mean,std,min,max
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.14.self_attn.q_proj,-0.0073,0.9831,-7.7891,8.9297
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.14.self_attn.k_proj,0.0284,1.3608,-11.6719,12.3125
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.14.self_attn.v_proj,0.0014,0.2621,-1.4248,1.6045
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.14.self_attn.o_proj,0.0001,0.0564,-1.5049,0.6436
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.14.post_attention_layernorm,0.0017,0.2622,-6.6680,5.8516
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.14.mlp.gate_proj,-0.2627,0.3640,-4.7656,5.3320
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.14.mlp.up_proj,0.0031,0.2535,-2.1152,2.3887
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.14.mlp.down_proj,-0.0005,0.0798,-0.7578,1.4141
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.15.input_layernorm,0.0015,0.3953,-6.1445,6.4648
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.15.self_attn.q_proj,0.0467,0.9697,-8.5547,10.8125
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.15.self_attn.k_proj,0.0241,1.2440,-8.3594,9.8125
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.15.self_attn.v_proj,0.0052,0.2475,-1.6924,1.3740
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.15.self_attn.o_proj,0.0003,0.0480,-1.8027,0.6538
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.15.post_attention_layernorm,0.0008,0.2577,-6.4922,4.3672
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.15.mlp.gate_proj,-0.2851,0.3606,-3.8262,3.7871
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.15.mlp.up_proj,-0.0012,0.2575,-2.9434,3.2949
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.15.mlp.down_proj,-0.0005,0.0845,-1.4473,1.6992
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.16.input_layernorm,0.0011,0.4076,-5.9102,6.4961
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.16.self_attn.q_proj,0.0215,0.9643,-6.8984,8.8828
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.16.self_attn.k_proj,0.0651,1.3359,-9.4766,11.2656
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.16.self_attn.v_proj,-0.0002,0.3056,-1.8818,1.9971
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.16.self_attn.o_proj,-0.0003,0.0523,-3.4570,1.0000
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.16.post_attention_layernorm,0.0002,0.2527,-6.0469,4.2773
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.16.mlp.gate_proj,-0.2550,0.3464,-5.2070,3.3906
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.16.mlp.up_proj,-0.0004,0.2443,-3.0469,2.6172
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.16.mlp.down_proj,-0.0006,0.0809,-1.2334,1.7227
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.17.input_layernorm,0.0007,0.4041,-5.4961,6.1523
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.17.self_attn.q_proj,0.0110,0.9850,-7.8906,7.5664
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.17.self_attn.k_proj,-0.0186,1.2914,-12.1953,8.3438
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.17.self_attn.v_proj,0.0011,0.3088,-1.6240,2.2910
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.17.self_attn.o_proj,-0.0006,0.0625,-4.5039,1.8613
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.17.post_attention_layernorm,-0.0010,0.2544,-6.2461,4.2344
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.17.mlp.gate_proj,-0.2352,0.3345,-3.8086,3.5781
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.17.mlp.up_proj,-0.0002,0.2470,-1.9160,2.2051
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.17.mlp.down_proj,0.0001,0.0758,-1.8232,1.0703
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.18.input_layernorm,-0.0005,0.4291,-5.6719,6.6289
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.18.self_attn.q_proj,-0.0045,0.9244,-6.8359,9.4062
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.18.self_attn.k_proj,-0.0047,1.3004,-8.1016,9.8438
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.18.self_attn.v_proj,0.0050,0.3145,-2.1445,2.0430
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.18.self_attn.o_proj,0.0001,0.0606,-2.5645,2.2168
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.18.post_attention_layernorm,-0.0008,0.2525,-6.2227,4.5820
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.18.mlp.gate_proj,-0.2029,0.3297,-4.1523,5.1211
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.18.mlp.up_proj,-0.0011,0.2507,-2.7969,2.6562
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.18.mlp.down_proj,0.0004,0.0764,-1.0000,1.2910
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.19.input_layernorm,0.0004,0.4091,-5.0430,5.7500
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.19.self_attn.q_proj,0.0075,0.9976,-14.3906,12.2188
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.19.self_attn.k_proj,0.0037,1.2634,-12.5703,9.0781
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.19.self_attn.v_proj,0.0037,0.3066,-1.4678,2.3066
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.19.self_attn.o_proj,0.0006,0.0628,-1.6064,0.6558
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.19.post_attention_layernorm,0.0006,0.2628,-6.3203,4.7969
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.19.mlp.gate_proj,-0.2071,0.3472,-3.6445,6.2617
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.19.mlp.up_proj,-0.0013,0.2725,-4.7422,2.5703
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.19.mlp.down_proj,-0.0013,0.0926,-2.3457,0.9204
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.20.input_layernorm,-0.0000,0.4030,-5.2383,6.0117
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.20.self_attn.q_proj,0.0407,0.9700,-11.9609,11.1328
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.20.self_attn.k_proj,-0.0124,1.2169,-10.3516,8.5000
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.20.self_attn.v_proj,0.0040,0.3491,-1.9238,2.1211
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.20.self_attn.o_proj,-0.0007,0.0679,-1.1465,4.1680
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.20.post_attention_layernorm,-0.0006,0.2612,-6.5586,4.8164
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.20.mlp.gate_proj,-0.1776,0.3293,-3.6855,2.4102
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.20.mlp.up_proj,-0.0016,0.2665,-3.7988,4.4062
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.20.mlp.down_proj,-0.0003,0.0812,-1.9941,0.8950
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.21.input_layernorm,-0.0003,0.4124,-5.4961,6.2109
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.21.self_attn.q_proj,0.0166,1.0102,-12.6484,15.0547
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.21.self_attn.k_proj,0.0000,1.2637,-9.8594,11.1562
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.21.self_attn.v_proj,0.0099,0.4121,-1.8955,2.7168
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.21.self_attn.o_proj,-0.0009,0.0787,-1.0723,1.7412
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.21.post_attention_layernorm,-0.0008,0.2642,-6.5820,5.1133
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.21.mlp.gate_proj,-0.1544,0.3335,-3.8145,2.5996
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.21.mlp.up_proj,0.0014,0.2736,-4.1289,2.2207
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.21.mlp.down_proj,-0.0008,0.0771,-0.5957,0.4854
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.22.input_layernorm,-0.0015,0.4017,-5.1523,6.0234
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.22.self_attn.q_proj,-0.0156,1.1321,-16.6875,16.4688
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.22.self_attn.k_proj,0.0080,1.2540,-8.1797,12.3438
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.22.self_attn.v_proj,0.0073,0.3907,-2.0254,2.5879
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.22.self_attn.o_proj,-0.0003,0.0782,-1.1240,1.8994
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.22.post_attention_layernorm,-0.0014,0.2752,-6.9023,5.9258
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.22.mlp.gate_proj,-0.1570,0.3658,-4.6250,3.8828
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.22.mlp.up_proj,0.0016,0.2905,-2.5410,2.5449
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.22.mlp.down_proj,0.0010,0.0894,-2.0234,1.0430
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.23.input_layernorm,-0.0004,0.3976,-5.5703,6.4688
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.23.self_attn.q_proj,0.0209,0.9592,-4.8984,11.1094
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.23.self_attn.k_proj,-0.0032,1.2410,-9.2266,11.6406
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.23.self_attn.v_proj,0.0034,0.3406,-2.2988,2.4277
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.23.self_attn.o_proj,0.0007,0.0787,-1.4951,0.7241
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.23.post_attention_layernorm,0.0005,0.2892,-7.2695,6.4375
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.23.mlp.gate_proj,-0.1709,0.4230,-3.8496,3.7539
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.23.mlp.up_proj,0.0006,0.3220,-2.4863,3.4141
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.23.mlp.down_proj,-0.0010,0.1008,-1.9707,1.1250
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.24.input_layernorm,-0.0006,0.4256,-5.4570,6.6445
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.24.self_attn.q_proj,-0.0157,0.9839,-11.2031,8.4766
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.24.self_attn.k_proj,-0.0472,1.3230,-13.4922,10.1719
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.24.self_attn.v_proj,-0.0053,0.4587,-2.4941,3.3965
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.24.self_attn.o_proj,-0.0006,0.0947,-2.7715,1.9541
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.24.post_attention_layernorm,0.0000,0.2966,-7.1289,7.8438
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.24.mlp.gate_proj,-0.1747,0.4556,-4.1719,7.1680
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.24.mlp.up_proj,-0.0002,0.3434,-4.4297,2.5781
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.24.mlp.down_proj,-0.0016,0.1186,-0.6055,1.4512
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.25.input_layernorm,-0.0018,0.3981,-4.3203,5.1719
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.25.self_attn.q_proj,0.0129,0.9900,-8.6641,9.4375
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.25.self_attn.k_proj,0.0294,1.3003,-10.4375,14.9688
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.25.self_attn.v_proj,-0.0057,0.4133,-2.1094,2.3926
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.25.self_attn.o_proj,0.0008,0.1086,-1.4209,3.1543
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.25.post_attention_layernorm,-0.0007,0.3315,-9.0547,9.4375
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.25.mlp.gate_proj,-0.1908,0.5678,-4.8750,8.5156
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.25.mlp.up_proj,-0.0004,0.4232,-6.6367,5.2461
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.25.mlp.down_proj,-0.0027,0.1658,-0.9287,3.1816
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.26.input_layernorm,-0.0031,0.4076,-4.8789,6.9414
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.26.self_attn.q_proj,-0.0271,1.0036,-10.9844,7.2852
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.26.self_attn.k_proj,-0.0409,1.2623,-7.3789,9.3047
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.26.self_attn.v_proj,-0.0019,0.5031,-3.0957,3.0293
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.26.self_attn.o_proj,0.0028,0.1433,-1.1309,2.6211
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.26.post_attention_layernorm,-0.0009,0.3536,-7.8906,10.2109
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.26.mlp.gate_proj,-0.2150,0.6720,-6.0938,19.1406
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.26.mlp.up_proj,0.0043,0.5470,-6.5898,7.3906
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.26.mlp.down_proj,-0.0048,0.7006,-19.8906,20.4688
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.27.input_layernorm,0.0005,0.3880,-4.0664,5.4727
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.27.self_attn.q_proj,0.0064,1.1989,-9.2188,11.6641
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.27.self_attn.k_proj,-0.0103,1.4349,-12.7812,11.4062
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.27.self_attn.v_proj,0.0026,0.4612,-4.0039,2.8516
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.27.self_attn.o_proj,0.0008,0.2309,-3.3750,4.4062
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.27.post_attention_layernorm,-0.0004,0.3592,-10.1797,10.3672
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.27.mlp.gate_proj,0.0331,0.8896,-55.9375,11.7734
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.27.mlp.up_proj,0.0061,0.8617,-57.0312,13.0547
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.layers.27.mlp.down_proj,0.0051,1.8481,-101.2500,100.5000
pruned,Llama-3.2-3b-Instruct,FBT,25pct,model.norm,-0.0114,1.2398,-14.5000,12.8516
pruned,Llama-3.2-3b-Instruct,FBT,25pct,lm_head,-2.0850,1.4468,-9.9531,12.1016
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.embed_tokens,0.0002,0.0202,-0.1118,0.1196
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.0.input_layernorm,0.0011,0.1278,-3.0098,2.6895
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.0.self_attn.q_proj,-0.0229,1.1280,-13.6875,14.9062
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.0.self_attn.k_proj,0.0293,1.2550,-14.7734,9.0078
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.0.self_attn.v_proj,-0.0003,0.0554,-0.5366,0.5688
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.0.self_attn.o_proj,0.0004,0.0176,-0.3289,0.1545
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.0.post_attention_layernorm,0.0028,0.1363,-0.9160,0.8228
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.0.mlp.gate_proj,-0.0090,0.1613,-2.7930,1.6875
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.0.mlp.up_proj,-0.0005,0.1454,-2.5137,1.0596
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.0.mlp.down_proj,0.0007,0.0416,-2.4082,1.0938
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.1.input_layernorm,0.0038,0.1941,-2.7441,4.4023
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.1.self_attn.q_proj,0.0292,1.3363,-7.9609,8.0156
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.1.self_attn.k_proj,0.0178,1.7957,-10.0938,10.3047
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.1.self_attn.v_proj,0.0026,0.1239,-1.6582,2.6914
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.1.self_attn.o_proj,-0.0010,0.0766,-1.3750,2.7969
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.1.post_attention_layernorm,-0.0000,0.1834,-3.8223,4.9023
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.1.mlp.gate_proj,-0.0856,0.2792,-25.8750,16.7344
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.1.mlp.up_proj,0.0004,0.2573,-35.9062,18.6562
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.1.mlp.down_proj,-0.0355,4.4339,-369.5000,401.0000
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.2.input_layernorm,-0.0010,0.3473,-5.7188,6.9062
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.2.self_attn.q_proj,-0.0456,1.1587,-11.4062,9.1406
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.2.self_attn.k_proj,-0.0087,1.4300,-12.2969,12.8984
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.2.self_attn.v_proj,0.0034,0.1652,-1.0908,1.3906
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.2.self_attn.o_proj,0.0002,0.0131,-0.3547,0.2328
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.2.post_attention_layernorm,-0.0009,0.1749,-4.5078,4.1680
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.2.mlp.gate_proj,-0.0404,0.1755,-2.5352,1.1250
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.2.mlp.up_proj,0.0003,0.1558,-1.2090,1.8838
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.2.mlp.down_proj,-0.0005,0.0327,-0.8550,1.2744
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.3.input_layernorm,-0.0032,0.2892,-3.1211,2.7012
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.3.self_attn.q_proj,-0.0129,1.0391,-9.7969,9.1016
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.3.self_attn.k_proj,-0.0040,1.2972,-12.1094,13.5000
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.3.self_attn.v_proj,-0.0026,0.1963,-1.6543,1.3926
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.3.self_attn.o_proj,-0.0000,0.0192,-0.1344,0.1666
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.3.post_attention_layernorm,-0.0024,0.1993,-5.3359,5.7148
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.3.mlp.gate_proj,-0.1112,0.2277,-3.4961,2.9492
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.3.mlp.up_proj,-0.0009,0.1763,-1.9404,3.1426
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.3.mlp.down_proj,0.0002,0.0375,-0.4819,1.1523
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.4.input_layernorm,-0.0023,0.2837,-3.3418,3.8047
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.4.self_attn.q_proj,-0.0150,1.1740,-11.6797,9.2734
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.4.self_attn.k_proj,-0.0099,1.4010,-12.2656,12.7812
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.4.self_attn.v_proj,-0.0013,0.1913,-0.9307,1.3652
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.4.self_attn.o_proj,0.0002,0.0255,-0.2108,0.1294
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.4.post_attention_layernorm,-0.0018,0.2120,-5.1953,6.5508
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.4.mlp.gate_proj,-0.1652,0.2592,-2.3457,1.1953
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.4.mlp.up_proj,-0.0007,0.1853,-1.5898,1.5322
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.4.mlp.down_proj,-0.0003,0.0436,-0.4534,1.4746
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.5.input_layernorm,-0.0037,0.3373,-4.6289,4.9414
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.5.self_attn.q_proj,-0.0418,1.1729,-10.9297,11.1016
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.5.self_attn.k_proj,-0.0134,1.4666,-10.4297,12.3906
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.5.self_attn.v_proj,0.0026,0.1883,-1.6191,1.4629
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.5.self_attn.o_proj,-0.0003,0.0245,-0.1783,0.1472
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.5.post_attention_layernorm,-0.0039,0.2224,-5.6016,6.9648
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.5.mlp.gate_proj,-0.1717,0.2646,-3.3809,1.4648
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.5.mlp.up_proj,0.0009,0.1942,-1.7510,3.5566
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.5.mlp.down_proj,0.0005,0.0469,-0.2595,1.4014
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.6.input_layernorm,-0.0031,0.3124,-3.5840,4.1758
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.6.self_attn.q_proj,-0.0188,1.1199,-11.9453,10.0859
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.6.self_attn.k_proj,0.0430,1.4765,-11.4219,13.2734
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.6.self_attn.v_proj,0.0017,0.1893,-1.3828,1.2520
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.6.self_attn.o_proj,0.0008,0.0312,-0.3730,0.1987
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.6.post_attention_layernorm,-0.0015,0.2320,-6.1484,7.7383
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.6.mlp.gate_proj,-0.1522,0.2806,-3.8750,1.5234
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.6.mlp.up_proj,-0.0003,0.2012,-1.9365,3.4102
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.6.mlp.down_proj,-0.0002,0.0574,-0.6138,2.1426
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.7.input_layernorm,-0.0019,0.3010,-3.9512,3.9375
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.7.self_attn.q_proj,0.0209,1.0302,-10.0078,10.3438
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.7.self_attn.k_proj,-0.0105,1.4265,-13.0156,8.4844
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.7.self_attn.v_proj,0.0026,0.1997,-1.1357,1.8564
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.7.self_attn.o_proj,0.0003,0.0366,-0.2374,0.7358
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.7.post_attention_layernorm,-0.0021,0.2289,-5.7656,7.1758
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.7.mlp.gate_proj,-0.1413,0.2728,-4.0156,2.2930
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.7.mlp.up_proj,-0.0001,0.2071,-1.9209,2.9258
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.7.mlp.down_proj,0.0004,0.0507,-0.3091,1.4268
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.8.input_layernorm,-0.0003,0.3285,-3.6035,4.5352
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.8.self_attn.q_proj,-0.0114,0.9116,-9.9922,8.6094
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.8.self_attn.k_proj,0.0020,1.3248,-11.5156,12.2891
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.8.self_attn.v_proj,0.0028,0.2171,-1.3838,1.2266
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.8.self_attn.o_proj,0.0004,0.0294,-0.1797,0.1694
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.8.post_attention_layernorm,-0.0012,0.2304,-5.8477,7.0234
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.8.mlp.gate_proj,-0.1166,0.2742,-2.0898,1.8438
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.8.mlp.up_proj,0.0010,0.2073,-1.7480,2.2051
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.8.mlp.down_proj,0.0003,0.0495,-0.3789,1.5303
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.9.input_layernorm,0.0009,0.3227,-3.8555,4.6523
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.9.self_attn.q_proj,0.0152,0.8471,-8.3906,8.1797
pruned,Llama-3.2-3b-Instruct,FBT,50pct,model.layers.9.self_attn.k_proj,0.0060,1.2382,-15.1484,8.6094
