type,name,pruned_on,sparsity,layer,mean,std,min,max,l2_norm,total_params,nonzero_params
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.11.post_attention_layernorm.weight,0.3024,0.0284,0.0854,0.3848,19.4365,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.12.self_attn.q_proj.weight,0.0000,0.0172,-0.2520,0.2109,70.2657,16777216,8388607
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.12.self_attn.k_proj.weight,-0.0000,0.0258,-0.2227,0.2305,52.8086,4194304,2097151
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.12.self_attn.v_proj.weight,-0.0000,0.0098,-0.0679,0.0977,20.0092,4194304,2097152
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.12.self_attn.o_proj.weight,-0.0000,0.0105,-0.3516,0.4590,42.8363,16777216,8388604
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.12.mlp.gate_proj.weight,-0.0000,0.0135,-0.4258,0.4238,103.4510,58720256,29360085
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.12.mlp.up_proj.weight,0.0000,0.0118,-0.2773,0.3281,90.0956,58720256,29360090
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.12.mlp.down_proj.weight,-0.0000,0.0116,-0.9141,0.7266,88.5512,58720256,29360125
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.12.input_layernorm.weight,0.3927,0.0562,0.1230,0.9180,25.3884,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.12.post_attention_layernorm.weight,0.2995,0.0220,0.0684,0.4043,19.2199,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.13.self_attn.q_proj.weight,-0.0000,0.0174,-0.1777,0.1670,71.2199,16777216,8388601
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.13.self_attn.k_proj.weight,0.0000,0.0267,-0.3926,0.3066,54.6094,4194304,2097152
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.13.self_attn.v_proj.weight,0.0000,0.0091,-0.0742,0.0996,18.6242,4194304,2097150
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.13.self_attn.o_proj.weight,-0.0000,0.0102,-0.7773,0.4727,41.5919,16777216,8388608
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.13.mlp.gate_proj.weight,-0.0000,0.0135,-0.3926,0.4844,103.4530,58720256,29360108
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.13.mlp.up_proj.weight,-0.0000,0.0118,-0.2832,0.3652,90.4336,58720256,29360068
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.13.mlp.down_proj.weight,-0.0000,0.0116,-0.7422,0.9102,88.6041,58720256,29360111
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.13.input_layernorm.weight,0.4510,0.0708,0.1206,1.0078,29.2202,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.13.post_attention_layernorm.weight,0.3103,0.0207,0.0864,0.4473,19.9057,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.14.self_attn.q_proj.weight,-0.0000,0.0170,-0.3320,0.3359,69.7273,16777216,8388599
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.14.self_attn.k_proj.weight,-0.0000,0.0264,-0.3730,0.3535,54.0751,4194304,2097150
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.14.self_attn.v_proj.weight,-0.0000,0.0090,-0.0771,0.0879,18.4786,4194304,2097152
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.14.self_attn.o_proj.weight,-0.0000,0.0102,-0.2207,0.2031,41.5894,16777216,8388608
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.14.mlp.gate_proj.weight,-0.0000,0.0138,-0.3809,0.4883,105.7510,58720256,29360100
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.14.mlp.up_proj.weight,0.0000,0.0118,-0.4570,0.3613,90.2239,58720256,29360120
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.14.mlp.down_proj.weight,-0.0000,0.0115,-0.8203,0.4531,88.4115,58720256,29360126
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.14.input_layernorm.weight,0.4469,0.0597,0.1216,1.0078,28.8540,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.14.post_attention_layernorm.weight,0.3270,0.0190,0.0708,0.4453,20.9636,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.15.self_attn.q_proj.weight,-0.0000,0.0187,-0.4297,0.3965,76.6337,16777216,8388604
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.15.self_attn.k_proj.weight,-0.0000,0.0258,-0.4004,0.3301,52.9312,4194304,2097146
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.15.self_attn.v_proj.weight,-0.0000,0.0099,-0.1416,0.1226,20.1729,4194304,2097152
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.15.self_attn.o_proj.weight,-0.0000,0.0104,-0.4668,0.4316,42.7110,16777216,8388608
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.15.mlp.gate_proj.weight,-0.0001,0.0141,-0.3789,0.3809,108.1193,58720256,29360103
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.15.mlp.up_proj.weight,0.0000,0.0117,-0.2812,0.2734,89.6644,58720256,29360112
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.15.mlp.down_proj.weight,0.0000,0.0115,-0.6328,0.5664,88.2121,58720256,29360118
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.15.input_layernorm.weight,0.4458,0.0438,0.1079,0.9570,28.6652,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.15.post_attention_layernorm.weight,0.3419,0.0224,0.0762,0.5156,21.9318,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.16.self_attn.q_proj.weight,-0.0000,0.0180,-0.3809,0.4023,73.7960,16777216,8388607
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.16.self_attn.k_proj.weight,0.0000,0.0261,-0.3398,0.3633,53.5269,4194304,2097151
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.16.self_attn.v_proj.weight,0.0000,0.0093,-0.1367,0.0986,18.9955,4194304,2097151
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.16.self_attn.o_proj.weight,0.0000,0.0100,-0.4570,0.4824,41.0135,16777216,8388583
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.16.mlp.gate_proj.weight,-0.0000,0.0144,-0.3242,0.4863,110.4627,58720256,29360120
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.16.mlp.up_proj.weight,0.0000,0.0116,-0.2676,0.2539,88.5594,58720256,29360095
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.16.mlp.down_proj.weight,-0.0000,0.0114,-0.8086,0.5938,87.0784,58720256,29360115
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.16.input_layernorm.weight,0.4291,0.0493,0.0864,0.9922,27.6412,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.16.post_attention_layernorm.weight,0.3608,0.0291,0.0811,0.4961,23.1695,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.17.self_attn.q_proj.weight,0.0000,0.0181,-0.1914,0.2070,74.2425,16777216,8388604
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.17.self_attn.k_proj.weight,-0.0000,0.0261,-0.3613,0.3418,53.5347,4194304,2097148
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.17.self_attn.v_proj.weight,0.0000,0.0102,-0.0776,0.0693,20.8071,4194304,2097150
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.17.self_attn.o_proj.weight,0.0000,0.0103,-0.4688,0.4551,42.2577,16777216,8388604
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.17.mlp.gate_proj.weight,-0.0000,0.0145,-0.2930,0.3984,111.4779,58720256,29360108
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.17.mlp.up_proj.weight,-0.0000,0.0115,-0.3164,0.2637,88.2968,58720256,29360124
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.17.mlp.down_proj.weight,0.0000,0.0114,-0.6172,0.5703,87.0575,58720256,29360117
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.17.input_layernorm.weight,0.4462,0.0409,0.0918,0.9609,28.6784,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.17.post_attention_layernorm.weight,0.3732,0.0308,0.0674,0.4863,23.9649,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.18.self_attn.q_proj.weight,0.0000,0.0178,-0.2139,0.1914,72.8395,16777216,8388595
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.18.self_attn.k_proj.weight,-0.0000,0.0268,-0.2832,0.2773,54.7912,4194304,2097150
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.18.self_attn.v_proj.weight,0.0000,0.0093,-0.0781,0.0869,19.0226,4194304,2097152
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.18.self_attn.o_proj.weight,0.0000,0.0099,-0.2891,0.8281,40.3890,16777216,8388605
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.18.mlp.gate_proj.weight,-0.0000,0.0146,-0.5156,0.3984,111.6825,58720256,29360127
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.18.mlp.up_proj.weight,0.0000,0.0115,-0.2178,0.2363,87.8768,58720256,29360123
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.18.mlp.down_proj.weight,-0.0000,0.0113,-0.7891,0.4570,86.8543,58720256,29360116
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.18.input_layernorm.weight,0.4592,0.0404,0.0645,0.9961,29.5037,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.18.post_attention_layernorm.weight,0.3880,0.0366,0.0669,0.4453,24.9392,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.19.self_attn.q_proj.weight,-0.0000,0.0178,-0.2656,0.1973,72.7871,16777216,8388608
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.19.self_attn.k_proj.weight,0.0000,0.0256,-0.3027,0.3027,52.4428,4194304,2097152
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.19.self_attn.v_proj.weight,0.0000,0.0098,-0.0845,0.1025,20.0547,4194304,2097152
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.19.self_attn.o_proj.weight,0.0000,0.0100,-0.5703,0.3848,41.1598,16777216,8388607
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.19.mlp.gate_proj.weight,-0.0000,0.0146,-0.4688,0.3496,112.2437,58720256,29360088
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.19.mlp.up_proj.weight,-0.0000,0.0114,-0.2461,0.2793,87.5778,58720256,29360076
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.19.mlp.down_proj.weight,-0.0000,0.0113,-0.6562,0.8203,86.7534,58720256,29360119
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.19.input_layernorm.weight,0.4627,0.0395,0.0903,0.9688,29.7211,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.19.post_attention_layernorm.weight,0.4008,0.0386,0.0742,0.4453,25.7712,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.20.self_attn.q_proj.weight,-0.0000,0.0176,-0.2402,0.2119,72.0159,16777216,8388605
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.20.self_attn.k_proj.weight,0.0000,0.0252,-0.3164,0.2930,51.6855,4194304,2097152
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.20.self_attn.v_proj.weight,0.0000,0.0103,-0.0859,0.0815,21.1080,4194304,2097151
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.20.self_attn.o_proj.weight,-0.0000,0.0101,-0.6094,0.3906,41.3564,16777216,8388602
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.20.mlp.gate_proj.weight,-0.0000,0.0146,-0.4004,0.3926,112.1192,58720256,29360126
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.20.mlp.up_proj.weight,-0.0000,0.0115,-0.2852,0.2617,87.8653,58720256,29360099
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.20.mlp.down_proj.weight,-0.0000,0.0114,-0.4551,0.4570,87.0704,58720256,29360127
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.20.input_layernorm.weight,0.4664,0.0510,0.0728,1.0547,30.0306,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.20.post_attention_layernorm.weight,0.4131,0.0394,0.0649,0.4609,26.5598,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.21.self_attn.q_proj.weight,-0.0000,0.0173,-0.1992,0.2246,70.9505,16777216,8388595
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.21.self_attn.k_proj.weight,-0.0000,0.0254,-0.3105,0.3379,51.9640,4194304,2097150
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.21.self_attn.v_proj.weight,0.0000,0.0106,-0.1025,0.1240,21.7051,4194304,2097147
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.21.self_attn.o_proj.weight,0.0000,0.0106,-0.2949,0.2363,43.3911,16777216,8388601
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.21.mlp.gate_proj.weight,-0.0000,0.0147,-0.5469,0.4980,112.8738,58720256,29360117
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.21.mlp.up_proj.weight,-0.0000,0.0115,-0.3184,0.5430,88.1450,58720256,29360072
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.21.mlp.down_proj.weight,0.0000,0.0114,-0.8281,0.6016,87.3383,58720256,29360122
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.21.input_layernorm.weight,0.4596,0.0518,0.0796,1.0391,29.6037,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.21.post_attention_layernorm.weight,0.4306,0.0410,0.0718,0.4844,27.6827,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.22.self_attn.q_proj.weight,-0.0000,0.0169,-0.2285,0.1982,69.0996,16777216,8388603
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.22.self_attn.k_proj.weight,0.0000,0.0248,-0.3281,0.3418,50.7442,4194304,2097152
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.22.self_attn.v_proj.weight,-0.0000,0.0112,-0.0986,0.1074,22.8671,4194304,2097151
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.22.self_attn.o_proj.weight,0.0000,0.0105,-0.3301,0.2930,42.8815,16777216,8388601
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.22.mlp.gate_proj.weight,-0.0000,0.0147,-0.3965,0.3613,112.7689,58720256,29360104
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.22.mlp.up_proj.weight,-0.0000,0.0115,-0.1895,0.1807,88.4112,58720256,29360112
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.22.mlp.down_proj.weight,0.0000,0.0114,-0.5898,0.5234,87.6727,58720256,29360126
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.22.input_layernorm.weight,0.4779,0.0573,0.0752,1.1484,30.8040,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.22.post_attention_layernorm.weight,0.4431,0.0454,0.0732,0.5234,28.5089,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.23.self_attn.q_proj.weight,0.0000,0.0169,-0.2324,0.2295,69.2326,16777216,8388602
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.23.self_attn.k_proj.weight,0.0000,0.0246,-0.3086,0.4707,50.4771,4194304,2097150
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.23.self_attn.v_proj.weight,-0.0000,0.0117,-0.1230,0.0947,24.0626,4194304,2097151
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.23.self_attn.o_proj.weight,-0.0000,0.0110,-0.3789,0.3867,45.2510,16777216,8388607
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.23.mlp.gate_proj.weight,-0.0000,0.0147,-0.4512,0.3496,112.8804,58720256,29360081
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.23.mlp.up_proj.weight,0.0000,0.0116,-0.1953,0.1943,88.7086,58720256,29360078
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.23.mlp.down_proj.weight,-0.0000,0.0115,-0.5117,0.6367,88.0163,58720256,29360126
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.23.input_layernorm.weight,0.4900,0.0510,0.0698,1.0391,31.5272,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.23.post_attention_layernorm.weight,0.4561,0.0468,0.0854,0.5352,29.3409,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.24.self_attn.q_proj.weight,0.0000,0.0166,-0.2129,0.2412,68.1044,16777216,8388603
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.24.self_attn.k_proj.weight,-0.0000,0.0235,-0.3223,0.3281,48.2223,4194304,2097152
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.24.self_attn.v_proj.weight,-0.0000,0.0128,-0.1113,0.1191,26.2912,4194304,2097150
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.24.self_attn.o_proj.weight,0.0000,0.0112,-0.1875,0.2988,45.8323,16777216,8388600
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.24.mlp.gate_proj.weight,-0.0000,0.0148,-0.5234,0.3574,113.2791,58720256,29360112
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.24.mlp.up_proj.weight,-0.0000,0.0116,-0.3535,0.2930,89.0083,58720256,29360083
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.24.mlp.down_proj.weight,-0.0000,0.0115,-0.3555,0.5977,88.3548,58720256,29360118
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.24.input_layernorm.weight,0.4929,0.0638,0.0649,1.1406,31.8081,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.24.post_attention_layernorm.weight,0.4712,0.0477,0.0581,0.5312,30.3082,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.25.self_attn.q_proj.weight,-0.0000,0.0164,-0.2314,0.2227,67.0421,16777216,8388587
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.25.self_attn.k_proj.weight,0.0000,0.0235,-0.4336,0.3359,48.1347,4194304,2097152
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.25.self_attn.v_proj.weight,-0.0000,0.0129,-0.1289,0.1348,26.3826,4194304,2097151
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.25.self_attn.o_proj.weight,0.0000,0.0114,-0.3555,0.3887,46.5416,16777216,8388594
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.25.mlp.gate_proj.weight,-0.0000,0.0149,-0.3672,0.2832,114.0136,58720256,29360097
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.25.mlp.up_proj.weight,0.0000,0.0117,-0.2158,0.2344,89.6141,58720256,29360126
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.25.mlp.down_proj.weight,-0.0000,0.0116,-0.2852,0.7070,88.9433,58720256,29360126
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.25.input_layernorm.weight,0.5040,0.0626,0.0669,1.1562,32.5023,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.25.post_attention_layernorm.weight,0.4880,0.0479,0.0684,0.5703,31.3826,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.26.self_attn.q_proj.weight,0.0000,0.0165,-0.2197,0.2324,67.4573,16777216,8388608
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.26.self_attn.k_proj.weight,-0.0000,0.0242,-0.3535,0.3359,49.4813,4194304,2097151
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.26.self_attn.v_proj.weight,-0.0000,0.0134,-0.1992,0.1348,27.5349,4194304,2097150
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.26.self_attn.o_proj.weight,0.0000,0.0114,-0.2656,0.3398,46.8743,16777216,8388603
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.26.mlp.gate_proj.weight,-0.0000,0.0150,-0.3965,0.4238,114.8068,58720256,29360121
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.26.mlp.up_proj.weight,-0.0000,0.0118,-0.2490,0.3320,90.2223,58720256,29360065
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.26.mlp.down_proj.weight,-0.0000,0.0117,-0.4141,0.6992,89.5223,58720256,29360124
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.26.input_layernorm.weight,0.4812,0.0703,0.0679,1.2031,31.1234,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.26.post_attention_layernorm.weight,0.5069,0.0463,0.0542,0.5547,32.5788,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.27.self_attn.q_proj.weight,-0.0000,0.0162,-0.2246,0.2207,66.3290,16777216,8388607
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.27.self_attn.k_proj.weight,-0.0000,0.0239,-0.4082,0.3926,48.9051,4194304,2097151
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.27.self_attn.v_proj.weight,-0.0000,0.0144,-0.2031,0.2578,29.4823,4194304,2097151
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.27.self_attn.o_proj.weight,0.0000,0.0113,-0.3145,0.4844,46.1501,16777216,8388606
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.27.mlp.gate_proj.weight,-0.0000,0.0151,-0.4121,0.3594,115.7095,58720256,29360111
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.27.mlp.up_proj.weight,-0.0000,0.0119,-0.1953,0.2148,91.1813,58720256,29360114
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.27.mlp.down_proj.weight,0.0000,0.0118,-0.5312,0.3516,90.2013,58720256,29360110
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.27.input_layernorm.weight,0.5164,0.0786,-0.0435,1.2500,33.4283,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.27.post_attention_layernorm.weight,0.5290,0.0460,0.0664,0.5742,33.9831,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.28.self_attn.q_proj.weight,0.0000,0.0161,-0.2695,0.2793,66.1402,16777216,8388607
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.28.self_attn.k_proj.weight,-0.0000,0.0226,-0.3008,0.2832,46.3133,4194304,2097150
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.28.self_attn.v_proj.weight,0.0000,0.0149,-0.1699,0.1416,30.4776,4194304,2097152
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.28.self_attn.o_proj.weight,0.0000,0.0122,-0.5273,0.6211,49.9211,16777216,8388605
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.28.mlp.gate_proj.weight,-0.0000,0.0150,-0.4141,0.4902,115.0753,58720256,29360100
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.28.mlp.up_proj.weight,0.0000,0.0121,-0.3926,0.2656,92.7980,58720256,29360099
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.28.mlp.down_proj.weight,-0.0000,0.0119,-0.6680,0.5547,91.2820,58720256,29360121
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.28.input_layernorm.weight,0.5080,0.0719,0.1006,1.2891,32.8370,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.28.post_attention_layernorm.weight,0.5530,0.0412,0.0767,0.6055,35.4879,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.29.self_attn.q_proj.weight,-0.0000,0.0161,-0.3086,0.2793,65.9544,16777216,8388604
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.29.self_attn.k_proj.weight,-0.0000,0.0237,-0.4004,0.3379,48.5925,4194304,2097151
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.29.self_attn.v_proj.weight,0.0000,0.0154,-0.2539,0.1914,31.5830,4194304,2097150
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.29.self_attn.o_proj.weight,-0.0000,0.0120,-0.3027,0.3535,49.1139,16777216,8388607
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.29.mlp.gate_proj.weight,-0.0000,0.0150,-0.4727,0.4648,114.8900,58720256,29360089
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.29.mlp.up_proj.weight,0.0000,0.0124,-0.3008,0.3867,94.8893,58720256,29360122
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.29.mlp.down_proj.weight,-0.0000,0.0120,-0.6797,0.7344,92.2455,58720256,29360126
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.29.input_layernorm.weight,0.5351,0.0647,-0.0479,1.1953,34.4990,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.29.post_attention_layernorm.weight,0.5646,0.0392,0.0903,0.6211,36.2238,4096,4096
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.30.self_attn.q_proj.weight,0.0000,0.0154,-0.2354,0.2637,63.0295,16777216,8388607
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.30.self_attn.k_proj.weight,0.0000,0.0207,-0.3125,0.3594,42.4776,4194304,2097149
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.30.self_attn.v_proj.weight,-0.0000,0.0183,-0.1943,0.2070,37.5696,4194304,2097150
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.30.self_attn.o_proj.weight,-0.0000,0.0132,-0.2617,0.2832,53.9582,16777216,8388608
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.30.mlp.gate_proj.weight,-0.0000,0.0155,-0.5859,0.5781,118.9334,58720256,29360115
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.30.mlp.up_proj.weight,-0.0000,0.0126,-0.3867,0.3477,96.8594,58720256,29360109
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.30.mlp.down_proj.weight,0.0000,0.0120,-0.4277,0.4336,91.7226,58720256,29360114
pruned,Llama-3.1-8b-Instruct,UOT,50pct,model.layers.30.input_layernorm.weight,0.5021,0.1027,0.0981,1.4141,32.8016,4096,4096
